strategy,coverage,accepted_mae
RICA2 uncertainty,0.595460614152203,5.879550680744842
RICA2 uncertainty,0.5967957276368492,5.869350256360651
RICA2 uncertainty,0.5981308411214953,5.882891936837862
RICA2 uncertainty,0.5994659546061415,5.8779095047265955
RICA2 uncertainty,0.6008010680907877,5.903848260931008
RICA2 uncertainty,0.6021361815754339,5.912272909826655
RICA2 uncertainty,0.6034712950600801,5.900032128002494
RICA2 uncertainty,0.6048064085447263,5.895307833062728
RICA2 uncertainty,0.6061415220293725,5.889332208547265
RICA2 uncertainty,0.6074766355140186,5.885672791873197
RICA2 uncertainty,0.6088117489986649,5.90565889026888
RICA2 uncertainty,0.6101468624833111,5.91958050237883
RICA2 uncertainty,0.6114819759679573,5.91596910644225
RICA2 uncertainty,0.6128170894526035,5.910004704958052
RICA2 uncertainty,0.6141522029372497,5.901677598653119
RICA2 uncertainty,0.6154873164218959,5.900030139052591
RICA2 uncertainty,0.616822429906542,5.888940225015375
RICA2 uncertainty,0.6181575433911882,5.937050785613016
RICA2 uncertainty,0.6194926568758344,5.943184134880692
RICA2 uncertainty,0.6208277703604806,5.956338506785934
RICA2 uncertainty,0.6221628838451269,5.953872327841819
RICA2 uncertainty,0.6234979973297731,5.971772497644613
RICA2 uncertainty,0.6248331108144193,5.971332823709131
RICA2 uncertainty,0.6261682242990654,5.968432535140087
RICA2 uncertainty,0.6275033377837116,5.967963008612236
RICA2 uncertainty,0.6288384512683578,5.956385230418066
RICA2 uncertainty,0.630173564753004,5.9483341763249085
RICA2 uncertainty,0.6315086782376502,5.937539595042141
RICA2 uncertainty,0.6328437917222964,5.944746945834079
RICA2 uncertainty,0.6341789052069426,5.9655579024815255
RICA2 uncertainty,0.6355140186915887,5.963408783393905
RICA2 uncertainty,0.636849132176235,6.015828346412168
RICA2 uncertainty,0.6381842456608812,6.006141127407021
RICA2 uncertainty,0.6395193591455274,6.063035627466497
RICA2 uncertainty,0.6408544726301736,6.056868469017713
RICA2 uncertainty,0.6421895861148198,6.108696472252451
RICA2 uncertainty,0.6435246995994659,6.11295642277249
RICA2 uncertainty,0.6448598130841121,6.109434602601959
RICA2 uncertainty,0.6461949265687583,6.120720763565618
RICA2 uncertainty,0.6475300400534045,6.1403319970536785
RICA2 uncertainty,0.6488651535380507,6.2159099658417665
RICA2 uncertainty,0.650200267022697,6.21619308935681
RICA2 uncertainty,0.6515353805073432,6.207899591579697
